CustomerID,TenureDays,RecencyDays,Frequency,MonetaryValue
30005,274,4232,4,109753.0267
29496,274,4201,4,107741.109
29571,1004,4232,12,107313.0962
29803,1004,4201,12,107198.4605
29809,639,4201,8,106357.9807
29581,912,4293,9,106288.0572
29928,274,4232,4,103991.2657
29718,639,4628,8,102216.0824
29824,1005,4262,9,99904.7516
30026,639,4232,8,99688.7645
30100,273,4963,4,99440.3238
30091,1004,4232,8,99385.9745
29906,273,4963,4,98531.0126
29491,274,4993,4,98273.5468
29883,365,4840,5,98196.569
29696,639,4201,8,97102.3608
29815,639,4201,8,97031.2173
29981,640,4262,8,96507.6623
29773,273,4963,4,95924.0197
30090,273,4932,4,93981.0186
29784,639,4232,8,93888.441
30011,912,4232,11,93877.1811
29533,1005,4262,12,93332.0095
29684,639,4232,8,92548.8494
29769,273,4932,4,92300.5485
29912,274,4993,4,92154.313
29717,730,4506,7,88435.3409
29974,914,4353,5,87227.3226
29661,639,4628,6,86090.9919
30088,273,4932,4,83314.8579
29794,273,4963,4,80262.2493
29961,1004,4232,10,79847.8229
29807,273,4963,4,77862.1397
29487,1004,4201,11,77585.195
30014,274,4232,4,77287.5609
29865,1004,4232,12,77139.5923
29538,274,4232,4,76266.9402
30020,274,4201,4,74771.1754
29798,639,4232,8,74645.4634
29620,1004,4232,12,74518.6883
29577,1004,4201,12,73278.6485
29740,1004,4201,8,72854.4681
29985,639,4232,8,70217.2163
29666,274,4232,4,69597.4879
29680,638,4598,8,69588.4447
29972,274,4201,4,69515.4239
29708,273,4932,4,69381.6517
30030,639,4232,8,68644.5658
30029,639,4201,8,68384.4244
29761,1005,4262,12,68068.6803
29805,640,4262,8,67712.4799
29539,1004,4232,12,67481.63
29544,639,4232,8,66718.9124
30015,274,4232,4,66640.3556
29877,274,4201,4,66227.5116
29757,1004,4232,12,65505.3258
29526,274,4232,4,63438.0774
29791,273,4963,4,62725.1342
29570,1005,4262,12,61854.5431
29856,639,4201,8,61405.0318
29653,274,4201,4,61333.7327
29540,639,4232,8,60010.9459
29655,273,4932,4,59709.5091
29797,639,4232,8,58808.1531
29731,1004,4232,12,58418.6364
30039,640,4262,8,55823.3779
29780,639,4232,8,55608.3548
29813,273,4963,4,54905.1516
29667,273,4598,4,53326.5664
29671,275,4262,4,52748.2969
29558,730,4506,9,51533.2559
30037,639,4201,8,51183.5661
29975,639,4201,8,51015.5565
29632,273,4932,4,50997.8805
29778,640,4262,8,50673.1856
29654,640,4262,8,50149.2315
29586,274,4232,8,50117.8904
29799,274,4201,4,49614.9179
29659,821,4384,7,49438.7051
29520,640,4262,8,48061.4725
29664,273,4963,4,48054.0631
29663,273,4567,4,47094.0902
29675,1004,4232,12,46795.976
29598,639,4232,8,46391.1048
29866,822,4414,6,45690.8544
29721,1004,4201,12,45348.5877
29683,640,4262,8,45316.8917
29873,639,4201,8,45166.9405
29779,274,4232,4,44581.9065
29656,275,4262,4,44104.1959
29709,639,4201,8,44065.4622
29897,1004,4201,12,43717.8009
29669,913,4201,11,41979.0807
29596,274,4993,4,41264.0391
29986,639,4232,8,40188.4765
29677,639,4232,8,39661.4212
29979,274,4232,4,38649.3061
29830,1004,4232,10,38452.4651
29759,274,4993,4,36756.0713
29633,639,4232,7,36079.2038
30022,912,4232,11,35940.1377
29982,913,4201,11,35703.6859
29670,275,4262,4,34882.524
29634,275,4262,4,34605.0
29973,547,4628,7,34242.491
29762,274,4201,4,33399.5723
29879,640,4262,8,33364.2043
29781,639,4201,8,33259.9208
29878,274,4201,4,33032.3816
30047,547,4232,7,32609.6356
29686,273,4932,4,32409.8546
29869,639,4232,8,31992.6547
29613,274,4628,4,31727.7716
29506,274,4232,4,31667.3341
29631,275,4262,4,30395.4433
29970,275,4262,4,30177.3446
30007,639,4201,8,30113.5272
29566,274,4993,4,29903.9498
29687,274,4201,4,29798.4906
29678,639,4201,8,28411.1304
29816,639,4232,8,28309.9672
29969,456,4749,6,28114.4842
29755,273,4932,4,27968.3147
30034,274,4201,4,27794.1107
29801,274,4201,4,27421.8165
29635,639,4201,8,26741.013
29874,275,4262,4,25614.0199
30027,274,4201,4,25454.6959
29673,273,4932,4,25153.6109
29814,274,4232,4,25064.6472
30019,639,4201,8,24931.8214
29593,639,4232,8,24927.7595
29988,638,4598,8,24593.9994
29519,274,4232,4,24584.3747
29871,275,4262,4,24125.5655
29569,1004,4232,10,24082.9023
29553,274,4201,4,23919.1909
29691,639,4232,7,23094.0255
29984,274,4232,4,22929.4604
29636,274,4628,4,22534.9569
30052,274,4993,4,21863.8998
29876,273,4598,4,21560.4034
30035,274,4232,4,21186.4118
29983,639,4232,8,21069.7806
29747,1005,4262,9,20895.9208
29591,275,4262,4,20867.0069
29574,639,4201,8,20712.4174
29527,274,4201,4,20366.1058
29804,274,4201,4,20330.4564
29750,639,4201,5,20326.274
30054,274,4232,4,19949.7654
29600,273,4567,3,19798.5095
29572,274,4201,4,19628.4772
29867,640,4262,7,19502.5955
29976,273,4567,4,19322.199
29610,639,4628,7,18398.3255
29494,1004,4201,9,18275.1045
29800,639,4232,5,18228.3542
29517,274,4232,4,18084.8734
29745,275,4262,8,17802.6999
29588,912,4232,10,17361.1884
29837,275,4262,8,17225.5661
29554,638,4506,8,16912.9207
30013,182,4932,3,16897.722
30017,273,4598,4,16419.2646
29903,639,4201,7,16240.964
29606,1005,4262,10,16030.152
29568,639,4201,8,15976.553
29535,639,4201,8,15812.5851
29555,730,4414,5,15378.0241
29711,1004,4201,6,15123.6669
29868,274,4232,4,14812.7687
29890,914,4353,8,14794.6375
12301,925,4210,5,14691.395
12132,991,4244,5,14690.1686
12308,900,4211,5,14662.5435
12131,962,4251,5,14658.9191
12300,877,4244,5,14633.1836
12321,903,4209,5,14603.2934
12124,982,4254,5,14581.1824
12307,903,4213,5,14556.3751
12296,890,4236,5,14546.9273
29681,821,4384,5,14400.5708
29977,274,4232,4,14320.2259
11433,286,4277,6,14265.1836
29626,547,4232,7,14250.8476
29676,274,4201,7,14203.9081
29518,1004,4201,5,13921.0304
29863,274,4232,4,13862.1415
11439,325,4241,6,13800.5325
30061,274,4232,4,13647.4425
30042,914,4322,11,13583.5227
29682,913,4262,8,13525.1368
30028,273,4598,4,13196.6562
29556,274,4232,4,13147.5776
30114,640,4262,8,13135.0333
30012,546,4598,7,12778.5771
30021,274,4232,4,12686.2211
11241,414,4232,7,12673.4532
29808,182,4932,3,12665.7725
30058,912,4232,8,12543.4908
30008,366,4201,5,12534.8796
29530,273,4567,4,12455.7997
29730,548,4201,6,12438.7096
11417,406,4185,7,12429.5465
11420,393,4201,7,12376.8506
11242,441,4196,7,12230.1493
30003,638,4567,4,12066.9183
29652,274,4201,4,12049.8414
12655,616,4366,4,12044.0802
29623,184,4353,3,12019.4344
13263,601,4347,4,12013.6264
12323,691,4399,4,11974.7746
12333,718,4378,4,11966.2882
12650,628,4358,4,11949.0613
29962,639,4201,8,11945.3244
12631,591,4376,4,11933.4697
12632,613,4367,4,11926.5635
12332,742,4359,4,11922.4308
13405,631,4329,4,11910.3642
11245,807,4189,4,11691.2869
11246,809,4180,4,11685.7397
11237,812,4205,4,11675.85
30031,274,4201,4,11670.4948
30024,274,4232,4,11639.3708
11425,394,4179,6,11634.1343
11429,375,4176,6,11567.5595
29503,639,4232,7,11542.2556
29597,274,4232,4,11509.0757
29939,274,4201,4,11399.2362
29948,274,4201,3,11325.5993
30023,639,4232,7,11245.176
11428,687,4239,4,10999.4574
11427,670,4241,4,10959.3791
11431,649,4261,4,10953.843
11423,680,4241,4,10944.992
11249,707,4276,4,10928.7485
11412,706,4250,4,10917.3559
14186,510,4310,4,10824.9337
11421,706,4252,4,10806.9444
29806,274,4201,4,10778.51
29665,274,4232,4,10758.4855
29688,1004,4232,5,10718.0322
13592,587,4311,4,10713.7817
29529,274,4201,4,10626.7121
13605,558,4321,4,10624.2768
14185,501,4322,4,10522.9178
13575,563,4319,4,10451.2918
14192,500,4319,4,10444.3634
13577,573,4306,4,10442.6064
14200,568,4263,4,10411.2134
13595,580,4307,4,10376.5385
11432,380,4175,6,10309.8707
29611,181,4963,3,10277.0964
29508,913,4201,10,10227.5269
29872,821,4384,6,10196.1966
29764,1004,4232,8,10131.4774
30115,639,4232,8,10033.8172
29590,639,4232,7,10009.4832
29501,274,4201,4,9945.16
13257,1058,4194,4,9880.1145
13258,1074,4186,4,9819.6158
29887,274,4201,4,9686.1306
29679,275,4262,7,9680.9447
29756,730,4414,6,9619.5049
29602,275,4262,4,9613.3813
12128,582,4196,4,9592.6248
29753,639,4232,8,9571.9115
29971,639,4201,6,9549.7189
12125,551,4213,4,9497.9277
12129,579,4175,4,9455.9377
29864,639,4201,7,9411.4058
13600,881,4350,3,9348.5764
14427,874,4295,3,9338.6424
30084,1005,4262,8,9336.9338
15106,689,4308,3,9305.5145
14775,639,4378,3,9286.7295
14429,869,4306,3,9275.6905
15692,609,4322,3,9273.4916
15097,688,4319,3,9256.6846
13602,876,4353,3,9255.7895
13583,867,4377,3,9254.6955
13581,887,4374,3,9254.1431
13585,909,4334,3,9246.9605
14940,608,4337,3,9246.1428
14939,588,4356,3,9245.8666
14207,628,4366,3,9239.2366
13584,912,4327,3,9239.2255
13591,920,4343,3,9232.5735
14830,583,4384,3,9222.6395
15691,584,4320,3,9217.1256
14425,635,4372,3,9207.1916
13576,894,4362,3,9205.523
14181,674,4355,3,9200.5727
15695,635,4297,3,9198.2853
14428,684,4340,3,9195.0476
14183,839,4326,3,9195.0476
11767,664,4341,3,9193.0587
14426,634,4367,3,9192.8266
14189,663,4373,3,9190.6387
14195,835,4318,3,9189.5005
14198,662,4376,3,9180.992
13590,931,4331,3,9178.4616
15080,559,4344,3,9177.3566
15118,720,4302,3,9172.9477
14191,826,4338,3,9172.9477
15354,704,4315,3,9168.5055
11112,831,4289,3,9165.9972
11766,660,4343,3,9149.9305
12338,602,4305,3,9132.8251
11101,792,4354,3,9130.0847
11900,659,4342,3,9123.9961
12003,643,4312,3,9123.4326
11451,677,4378,3,9115.6865
11995,763,4190,3,9115.1562
11000,835,4411,3,9115.1341
11058,818,4379,3,9114.0622
11901,791,4221,3,9114.0511
11986,644,4295,3,9110.9792
11109,776,4359,3,9110.7361
11120,859,4272,3,9107.9515
29875,640,4262,6,9104.4789
11446,734,4362,3,9101.8961
11443,847,4260,3,9099.6751
11762,699,4347,3,9091.9511
11456,684,4383,3,9088.0284
11054,847,4384,3,9086.4372
11894,653,4347,3,9086.4151
11343,842,4329,3,9085.2991
11099,816,4352,3,9078.669
11751,740,4336,3,9077.5972
11904,653,4352,3,9077.0226
12039,588,4316,3,9075.3651
11977,653,4307,3,9074.8126
11457,685,4382,3,9073.6855
11007,800,4456,3,9073.1551
11056,825,4383,3,9069.2876
11918,774,4205,3,9066.514
11080,805,4360,3,9065.4422
12010,594,4316,3,9064.8676
11897,776,4247,3,9064.3372
11004,829,4413,3,9056.5911
12009,611,4309,3,9056.0276
11147,887,4245,3,9056.0276
11072,807,4368,3,9054.3701
11341,830,4334,3,9052.1601
11899,673,4345,3,9049.3976
11117,781,4358,3,9044.414
11452,702,4371,3,9042.2593
12000,638,4307,3,9042.2151
11103,783,4377,3,9041.6626
11093,793,4375,3,9038.9001
11898,678,4330,3,9037.8283
11916,690,4301,3,9037.2537
11453,705,4364,3,9035.563
11964,665,4313,3,9031.7508
11450,719,4366,3,9031.4524
11104,773,4368,3,9031.1982
11969,667,4306,3,9031.1872
11100,844,4315,3,9030.6237
11919,808,4179,3,9029.5297
11107,782,4362,3,9028.9661
11994,637,4299,3,9026.7782
11077,789,4371,3,9026.7782
11952,672,4315,3,9026.7451
11055,858,4376,3,9025.6512
11914,675,4299,3,9023.3859
11472,823,4235,3,9023.2312
11070,790,4357,3,9022.9328
11990,648,4300,3,9021.2311
11754,745,4323,3,9020.7008
11333,846,4339,3,9020.4576
11337,863,4334,3,9019.0101
11394,760,4320,3,9018.9769
11381,798,4304,3,9017.9272
11076,792,4362,3,9015.7393
11465,730,4340,3,9014.6343
11491,670,4284,3,9014.6011
11095,816,4358,3,9014.6011
11920,793,4189,3,9012.7337
11905,677,4347,3,9012.358
11334,876,4326,3,9010.1922
11967,654,4315,3,9009.0872
11060,829,4358,3,9009.0872
11906,671,4341,3,9006.8551
11761,724,4324,3,9005.1865
11895,682,4328,3,9004.6893
11750,810,4260,3,9003.5622
12002,618,4319,3,9000.5897
11765,683,4327,3,8998.0483
11482,733,4281,3,8998.0482
11915,692,4298,3,8998.0151
11455,700,4383,3,8996.9433
11459,692,4365,3,8996.1697
11989,642,4316,3,8994.1808
11003,863,4404,3,8993.9155
11768,680,4339,3,8993.6393
11460,690,4373,3,8991.9597
12337,612,4314,3,8991.3961
11111,825,4300,3,8991.3851
11444,732,4381,3,8990.3022
11907,661,4333,3,8989.5397
11011,810,4456,3,8987.0093
11448,736,4362,3,8985.8711
11052,830,4387,3,8985.1087
11993,771,4177,3,8985.1087
11449,736,4359,3,8984.0037
11764,667,4346,3,8982.5672
11124,775,4365,3,8982.5672
11061,824,4369,3,8982.5672
11464,710,4352,3,8982.0036
11991,779,4181,3,8981.4622
11489,701,4263,3,8980.8986
11108,782,4360,3,8977.0643
11893,692,4330,3,8975.9483
11992,755,4189,3,8975.9482
11917,662,4303,3,8974.0698
11005,854,4412,3,8974.0698
11344,802,4330,3,8972.3901
11892,687,4331,3,8971.5283
11006,841,4400,3,8971.5283
11896,679,4342,3,8970.357
11462,740,4328,3,8968.5447
11398,761,4320,3,8966.0143
11002,778,4480,3,8966.0143
12004,639,4314,3,8966.0143
11910,664,4319,3,8964.8983
12001,639,4308,3,8964.8761
11092,805,4362,3,8961.5722
11903,661,4340,3,8959.3843
11008,767,4473,3,8957.4726
11909,681,4321,3,8956.3676
11069,779,4379,3,8954.9754
11097,842,4329,3,8949.4282
11445,753,4355,3,8948.3232
11105,753,4378,3,8946.0691
11912,757,4208,3,8945.3287
11110,842,4302,3,8942.7983
12302,490,4174,4,8941.5381
11009,833,4405,3,8940.9197
11488,672,4292,3,8939.8147
11454,688,4365,3,8938.3893
11461,721,4332,3,8938.3893
11057,819,4393,3,8937.2843
11010,860,4391,3,8937.2843
11976,670,4297,3,8936.4776
11151,889,4241,3,8936.4776
11968,659,4305,3,8927.3504
11908,704,4299,3,8927.3504
11106,759,4368,3,8927.3504
11988,635,4316,3,8926.2122
11447,703,4383,3,8926.2122
11353,788,4314,3,8926.2122
11756,820,4236,3,8926.2122
11351,808,4294,3,8915.1733
11963,671,4299,3,8915.1733
11075,788,4359,3,8915.1733
12291,485,4210,4,8915.0291
11096,841,4323,3,8909.6593
11759,730,4344,3,8899.7254
12298,477,4189,4,8899.0177
12297,454,4221,4,8864.9491
29775,639,4201,8,8853.5804
12314,499,4172,4,8837.7012
12130,555,4216,4,8826.6403
29576,639,4201,8,8792.733
12330,491,4176,4,8766.4177
29771,274,4628,4,8765.706
29944,273,4932,3,8701.4222
13259,1030,4212,4,8678.1066
29952,639,4232,5,8669.5054
29719,547,4232,7,8614.0445
29812,274,4201,8,8393.509
11240,806,4401,4,8382.7842
29850,275,4262,4,8381.6941
11238,845,4414,4,8334.7609
29514,274,4201,4,8324.8371
11239,860,4386,4,8300.2629
13256,377,4175,4,8281.842
29512,274,4201,4,8265.899
13255,365,4198,4,8169.3295
12657,422,4177,4,8159.4287
16589,477,4274,3,8114.7775
29644,639,4201,7,8095.6663
13406,1024,4213,4,8067.1078
13579,967,4212,4,8061.0193
17221,350,4303,3,8058.0027
13580,1010,4173,4,8050.5549
17114,445,4221,3,8039.2729
15093,479,4220,3,8028.5433
13264,1008,4254,4,8028.4439
13265,1029,4225,4,8021.8139
15095,512,4191,3,8017.5044
17184,358,4305,3,8014.9518
15623,394,4268,3,8007.7915
16263,517,4272,3,8003.9129
16823,503,4267,3,8002.7968
13260,939,4309,4,7999.7139
16196,538,4295,3,7997.2829
17198,331,4301,3,7992.8629
15357,553,4338,3,7991.7689
16594,469,4289,3,7990.6639
15085,348,4340,3,7988.4539
19031,358,4189,3,7985.15
16207,511,4289,3,7985.1389
15676,406,4257,3,7983.2715
15678,394,4254,3,7981.7908
16821,412,4303,3,7979.5918
13792,1026,4178,3,7973.7685
15116,555,4344,3,7970.2104
13794,988,4188,3,7969.3264
17214,512,4230,3,7968.586
14791,420,4361,3,7967.9893
15675,523,4308,3,7963.05
16831,511,4244,3,7963.0389
16827,526,4239,3,7961.9229
29851,639,4232,5,7960.2602
16565,470,4225,3,7960.0444
16206,497,4297,3,7959.7018
15677,384,4245,3,7956.9504
13261,996,4261,4,7956.6411
18166,397,4189,3,7956.4089
13606,985,4173,4,7951.1161
16585,532,4270,3,7947.591
11414,764,4276,4,7946.906
11413,757,4286,4,7944.6739
18173,397,4195,3,7944.2318
15685,484,4331,3,7943.149
17781,388,4230,3,7942.0439
15932,533,4301,3,7940.961
16829,515,4257,3,7939.8339
16828,519,4245,3,7936.8394
17209,316,4316,3,7936.5521
16822,494,4275,3,7929.9
17183,364,4306,3,7929.3254
11244,888,4334,4,7929.2039
13693,1021,4195,3,7924.596
16261,413,4218,3,7923.8114
15625,534,4327,3,7922.1761
11243,839,4374,4,7916.4963
16204,414,4227,3,7914.4411
13690,987,4224,3,7914.0985
16567,486,4226,3,7911.4686
13765,1032,4172,3,7903.0595
13777,1007,4173,3,7897.5124
16830,387,4299,3,7888.2415
13784,1021,4177,3,7887.6006
11247,911,4305,4,7880.3187
16598,491,4265,3,7880.1971
11250,873,4316,4,7863.4564
15094,505,4213,3,7855.3042
12037,622,4282,3,7853.3456
29599,640,4262,6,7841.7414
29826,548,4262,7,7834.8172
14203,548,4291,3,7825.0161
11422,804,4227,4,7818.1734
11548,710,4219,3,7810.4384
15082,359,4379,3,7810.2312
16587,409,4295,3,7805.2367
11996,637,4320,3,7799.8636
11485,729,4279,3,7788.3716
18177,400,4191,3,7783.1367
11999,631,4320,3,7782.8135
14976,356,4374,3,7779.8769
11997,648,4308,3,7767.907
15626,495,4346,3,7767.1252
12007,654,4270,3,7761.277
11549,722,4188,3,7761.266
13012,547,4243,3,7754.2708
14773,453,4354,3,7752.2519
17825,418,4187,3,7752.1856
11496,706,4225,3,7750.2381
14790,425,4366,3,7740.0527
16298,509,4260,3,7735.9642
16603,400,4310,3,7735.6106
15637,430,4253,3,7734.5277
15084,552,4326,3,7733.9973
14424,570,4266,3,7733.7432
17199,331,4315,3,7732.3067
16588,493,4286,3,7729.0137
16575,510,4289,3,7729.0027
17811,415,4197,3,7723.4888
15624,402,4268,3,7723.4887
17225,513,4230,3,7720.4942
11388,663,4418,3,7720.3588
12005,635,4305,3,7718.2152
18127,381,4211,3,7715.1902
14931,396,4355,3,7713.8421
17207,525,4208,3,7712.4166
15926,495,4344,3,7711.3116
17192,489,4239,3,7710.2287
15117,557,4324,3,7706.8917
15697,473,4351,3,7706.8696
17202,503,4216,3,7706.3391
15687,468,4174,3,7706.1292
11494,647,4261,3,7706.0601
18141,407,4184,3,7705.0131
15699,584,4311,3,7701.3777
11400,735,4334,3,7699.397
14031,479,4190,3,7695.6822
15684,479,4352,3,7694.1952
13625,465,4232,3,7693.1629
11998,651,4294,3,7693.1206
15928,488,4330,3,7690.8912
11468,744,4301,3,7690.6012
11493,668,4279,3,7689.4741
11387,615,4443,3,7689.4741
15086,404,4299,3,7689.2227
12216,632,4183,3,7685.7277
17185,493,4235,3,7684.8027
16826,364,4299,3,7683.7088
15100,550,4346,3,7682.6037
17203,524,4214,3,7682.5485
17182,501,4247,3,7680.4158
16205,425,4219,3,7680.3827
16262,470,4187,3,7679.2777
18126,366,4208,3,7674.8687
17181,360,4300,3,7673.7637
15929,609,4281,3,7673.7637
15627,557,4295,3,7672.6588
15101,562,4334,3,7672.6256
16203,412,4243,3,7668.5592
16824,375,4322,3,7667.1448
